,From,To,From_Table,To_Table,Weight,Distance,Edge_Name
516,1374,1858,Supplier,Ssintship,100,,ssintship
517,1858,1347,Ssintship,Supplier,100,,ssintship
518,1335,1859,Supplier,Ssintship,100,,ssintship
519,1859,1350,Ssintship,Supplier,100,,ssintship
520,1308,1860,Supplier,Ssintship,100,,ssintship
521,1860,1321,Ssintship,Supplier,100,,ssintship
522,1416,1861,Supplier,Ssintship,100,,ssintship
523,1861,1356,Ssintship,Supplier,100,,ssintship
524,1381,1862,Supplier,Ssintship,100,,ssintship
525,1862,1405,Ssintship,Supplier,100,,ssintship
526,1474,1863,Supplier,Ssintship,100,,ssintship
527,1863,1549,Ssintship,Supplier,100,,ssintship
528,1471,1864,Supplier,Ssintship,100,,ssintship
529,1864,1308,Ssintship,Supplier,100,,ssintship
530,1423,1865,Supplier,Ssintship,100,,ssintship
531,1865,1403,Ssintship,Supplier,100,,ssintship
532,1597,1866,Supplier,Ssintship,100,,ssintship
533,1866,1503,Ssintship,Supplier,100,,ssintship
534,1593,1867,Supplier,Ssintship,100,,ssintship
535,1867,1546,Ssintship,Supplier,100,,ssintship
536,1315,1868,Supplier,Ssintship,100,,ssintship
537,1868,1397,Ssintship,Supplier,100,,ssintship
538,1468,1869,Supplier,Ssintship,100,,ssintship
539,1869,1413,Ssintship,Supplier,100,,ssintship
540,1471,1870,Supplier,Ssintship,100,,ssintship
541,1870,1527,Ssintship,Supplier,100,,ssintship
542,1435,1871,Supplier,Ssintship,100,,ssintship
543,1871,1540,Ssintship,Supplier,100,,ssintship
544,1319,1872,Supplier,Ssintship,100,,ssintship
545,1872,1484,Ssintship,Supplier,100,,ssintship
546,1413,1873,Supplier,Ssintship,100,,ssintship
547,1873,1588,Ssintship,Supplier,100,,ssintship
548,1329,1874,Supplier,Ssintship,100,,ssintship
549,1874,1352,Ssintship,Supplier,100,,ssintship
550,1379,1875,Supplier,Ssintship,100,,ssintship
551,1875,1351,Ssintship,Supplier,100,,ssintship
552,1405,1876,Supplier,Ssintship,100,,ssintship
553,1876,1335,Ssintship,Supplier,100,,ssintship
554,1381,1877,Supplier,Ssintship,100,,ssintship
555,1877,1319,Ssintship,Supplier,100,,ssintship
556,1330,1878,Supplier,Ssintship,100,,ssintship
557,1878,1363,Ssintship,Supplier,100,,ssintship
558,1575,1879,Supplier,Ssintship,100,,ssintship
559,1879,1426,Ssintship,Supplier,100,,ssintship
560,1352,1880,Supplier,Ssintship,100,,ssintship
561,1880,1438,Ssintship,Supplier,100,,ssintship
562,1475,1881,Supplier,Ssintship,100,,ssintship
563,1881,1543,Ssintship,Supplier,100,,ssintship
564,1588,1882,Supplier,Ssintship,100,,ssintship
565,1882,1370,Ssintship,Supplier,100,,ssintship
566,1519,1883,Supplier,Ssintship,100,,ssintship
567,1883,1394,Ssintship,Supplier,100,,ssintship
568,1363,1884,Supplier,Ssintship,100,,ssintship
569,1884,1411,Ssintship,Supplier,100,,ssintship
570,1367,1885,Supplier,Ssintship,100,,ssintship
571,1885,1424,Ssintship,Supplier,100,,ssintship
572,1519,1886,Supplier,Ssintship,100,,ssintship
573,1886,1588,Ssintship,Supplier,100,,ssintship
574,1403,1887,Supplier,Ssintship,100,,ssintship
575,1887,1347,Ssintship,Supplier,100,,ssintship
576,1562,1888,Supplier,Ssintship,100,,ssintship
577,1888,1416,Ssintship,Supplier,100,,ssintship
578,1553,1889,Supplier,Ssintship,100,,ssintship
579,1889,1523,Ssintship,Supplier,100,,ssintship
580,1472,1890,Supplier,Ssintship,100,,ssintship
581,1890,1533,Ssintship,Supplier,100,,ssintship
582,1549,1891,Supplier,Ssintship,100,,ssintship
583,1891,1458,Ssintship,Supplier,100,,ssintship
584,1579,1892,Supplier,Ssintship,100,,ssintship
585,1892,1362,Ssintship,Supplier,100,,ssintship
586,1513,1893,Supplier,Ssintship,100,,ssintship
587,1893,1372,Ssintship,Supplier,100,,ssintship
588,1475,1894,Supplier,Ssintship,100,,ssintship
589,1894,1588,Ssintship,Supplier,100,,ssintship
590,1459,1895,Supplier,Ssintship,100,,ssintship
591,1895,1348,Ssintship,Supplier,100,,ssintship
592,1321,1896,Supplier,Ssintship,100,,ssintship
593,1896,1471,Ssintship,Supplier,100,,ssintship
594,1343,1897,Supplier,Ssintship,100,,ssintship
595,1897,1351,Ssintship,Supplier,100,,ssintship
596,1321,1898,Supplier,Ssintship,100,,ssintship
597,1898,1394,Ssintship,Supplier,100,,ssintship
598,1306,1899,Supplier,Ssintship,100,,ssintship
599,1899,1596,Ssintship,Supplier,100,,ssintship
600,1362,1900,Supplier,Ssintship,100,,ssintship
601,1900,1367,Ssintship,Supplier,100,,ssintship
602,1303,1901,Supplier,Ssintship,100,,ssintship
603,1901,1367,Ssintship,Supplier,100,,ssintship
604,1406,1902,Supplier,Ssintship,100,,ssintship
605,1902,1367,Ssintship,Supplier,100,,ssintship
606,1372,1903,Supplier,Ssintship,100,,ssintship
607,1903,1413,Ssintship,Supplier,100,,ssintship
608,1435,1904,Supplier,Ssintship,100,,ssintship
609,1904,1413,Ssintship,Supplier,100,,ssintship
610,1430,1905,Supplier,Ssintship,100,,ssintship
611,1905,1413,Ssintship,Supplier,100,,ssintship
612,1305,1906,Supplier,Ssintship,100,,ssintship
613,1906,1413,Ssintship,Supplier,100,,ssintship
614,1474,1907,Supplier,Ssintship,100,,ssintship
615,1907,1413,Ssintship,Supplier,100,,ssintship
616,1470,1908,Supplier,Ssintship,100,,ssintship
617,1908,1413,Ssintship,Supplier,100,,ssintship
618,1394,1909,Supplier,Ssintship,100,,ssintship
619,1909,1413,Ssintship,Supplier,100,,ssintship
620,1411,1910,Supplier,Ssintship,100,,ssintship
621,1910,1413,Ssintship,Supplier,100,,ssintship
622,1413,1911,Supplier,Ssintship,100,,ssintship
623,1911,1430,Ssintship,Supplier,100,,ssintship
624,1329,1912,Supplier,Ssintship,100,,ssintship
625,1912,1430,Ssintship,Supplier,100,,ssintship
626,1416,1913,Supplier,Ssintship,100,,ssintship
627,1913,1456,Ssintship,Supplier,100,,ssintship
628,1363,1914,Supplier,Ssintship,100,,ssintship
629,1914,1456,Ssintship,Supplier,100,,ssintship
630,1549,1915,Supplier,Ssintship,100,,ssintship
631,1915,1456,Ssintship,Supplier,100,,ssintship
632,1488,1916,Supplier,Ssintship,100,,ssintship
633,1916,1493,Ssintship,Supplier,100,,ssintship
634,1564,1917,Supplier,Ssintship,100,,ssintship
635,1917,1493,Ssintship,Supplier,100,,ssintship
636,1530,1918,Supplier,Ssintship,100,,ssintship
637,1918,1493,Ssintship,Supplier,100,,ssintship
638,1341,1919,Supplier,Ssintship,100,,ssintship
639,1919,1493,Ssintship,Supplier,100,,ssintship
640,1567,1920,Supplier,Ssintship,100,,ssintship
641,1920,1493,Ssintship,Supplier,100,,ssintship
642,1527,1921,Supplier,Ssintship,100,,ssintship
643,1921,1493,Ssintship,Supplier,100,,ssintship
644,1356,1922,Supplier,Ssintship,100,,ssintship
645,1922,1493,Ssintship,Supplier,100,,ssintship
646,1507,1923,Supplier,Ssintship,100,,ssintship
647,1923,1493,Ssintship,Supplier,100,,ssintship
648,1311,1924,Supplier,Ssintship,100,,ssintship
649,1924,1493,Ssintship,Supplier,100,,ssintship
650,1472,1925,Supplier,Ssintship,100,,ssintship
651,1925,1559,Ssintship,Supplier,100,,ssintship
652,1414,1926,Supplier,Ssintship,100,,ssintship
653,1926,1559,Ssintship,Supplier,100,,ssintship
654,1362,1927,Supplier,Ssintship,100,,ssintship
655,1927,1559,Ssintship,Supplier,100,,ssintship
656,1329,1928,Supplier,Ssintship,100,,ssintship
657,1928,1559,Ssintship,Supplier,100,,ssintship
658,1370,1929,Supplier,Ssintship,100,,ssintship
659,1929,1559,Ssintship,Supplier,100,,ssintship
660,1459,1930,Supplier,Ssintship,100,,ssintship
661,1930,1559,Ssintship,Supplier,100,,ssintship
662,1341,1931,Supplier,Ssintship,100,,ssintship
663,1931,1559,Ssintship,Supplier,100,,ssintship
664,1546,1932,Supplier,Ssintship,100,,ssintship
665,1932,1559,Ssintship,Supplier,100,,ssintship
666,1335,1933,Supplier,Ssintship,100,,ssintship
667,1933,1559,Ssintship,Supplier,100,,ssintship
668,1423,1934,Supplier,Ssintship,100,,ssintship
669,1934,1559,Ssintship,Supplier,100,,ssintship
670,1419,1935,Supplier,Ssintship,100,,ssintship
671,1935,1351,Ssintship,Supplier,100,,ssintship
672,1559,1936,Supplier,Ssintship,100,,ssintship
673,1936,1351,Ssintship,Supplier,100,,ssintship
674,1425,1937,Supplier,Ssintship,100,,ssintship
675,1937,1351,Ssintship,Supplier,100,,ssintship
676,1435,1938,Supplier,Ssintship,100,,ssintship
677,1938,1351,Ssintship,Supplier,100,,ssintship
678,1438,1939,Supplier,Ssintship,100,,ssintship
679,1939,1351,Ssintship,Supplier,100,,ssintship
680,1543,1940,Supplier,Ssintship,100,,ssintship
681,1940,1351,Ssintship,Supplier,100,,ssintship
682,1484,1941,Supplier,Ssintship,100,,ssintship
683,1941,1351,Ssintship,Supplier,100,,ssintship
684,1509,1942,Supplier,Ssintship,100,,ssintship
685,1942,1351,Ssintship,Supplier,100,,ssintship
686,1414,1943,Supplier,Ssintship,100,,ssintship
687,1943,1351,Ssintship,Supplier,100,,ssintship
688,1435,1944,Supplier,Ssintship,100,,ssintship
689,1944,1513,Ssintship,Supplier,100,,ssintship
690,1559,1945,Supplier,Ssintship,100,,ssintship
691,1945,1513,Ssintship,Supplier,100,,ssintship
692,1330,1946,Supplier,Ssintship,100,,ssintship
693,1946,1343,Ssintship,Supplier,100,,ssintship
694,1379,1947,Supplier,Ssintship,100,,ssintship
695,1947,1343,Ssintship,Supplier,100,,ssintship
696,1372,1948,Supplier,Ssintship,100,,ssintship
697,1948,1343,Ssintship,Supplier,100,,ssintship
698,1597,1949,Supplier,Ssintship,100,,ssintship
699,1949,1343,Ssintship,Supplier,100,,ssintship
700,1507,1950,Supplier,Ssintship,100,,ssintship
701,1950,1343,Ssintship,Supplier,100,,ssintship
702,1508,1951,Supplier,Ssintship,100,,ssintship
703,1951,1343,Ssintship,Supplier,100,,ssintship
704,1575,1952,Supplier,Ssintship,100,,ssintship
705,1952,1343,Ssintship,Supplier,100,,ssintship
706,1549,1953,Supplier,Ssintship,100,,ssintship
707,1953,1343,Ssintship,Supplier,100,,ssintship
708,1404,1954,Supplier,Ssintship,100,,ssintship
709,1954,1343,Ssintship,Supplier,100,,ssintship
710,1435,1955,Supplier,Ssintship,100,,ssintship
711,1955,1343,Ssintship,Supplier,100,,ssintship
712,1472,1956,Supplier,Ssintship,100,,ssintship
713,1956,1352,Ssintship,Supplier,100,,ssintship
714,1471,1957,Supplier,Ssintship,100,,ssintship
715,1957,1352,Ssintship,Supplier,100,,ssintship
716,1403,1958,Supplier,Ssintship,100,,ssintship
717,1958,1352,Ssintship,Supplier,100,,ssintship
718,1539,1959,Supplier,Ssintship,100,,ssintship
719,1959,1352,Ssintship,Supplier,100,,ssintship
720,1540,1960,Supplier,Ssintship,100,,ssintship
721,1960,1352,Ssintship,Supplier,100,,ssintship
722,1413,1961,Supplier,Ssintship,100,,ssintship
723,1961,1404,Ssintship,Supplier,100,,ssintship
724,1308,1962,Supplier,Ssintship,100,,ssintship
725,1962,1404,Ssintship,Supplier,100,,ssintship
726,1423,1963,Supplier,Ssintship,100,,ssintship
727,1963,1404,Ssintship,Supplier,100,,ssintship
728,1394,1964,Supplier,Ssintship,100,,ssintship
729,1964,1362,Ssintship,Supplier,100,,ssintship
730,1465,1965,Supplier,Ssintship,100,,ssintship
731,1965,1362,Ssintship,Supplier,100,,ssintship
732,1530,1966,Supplier,Ssintship,100,,ssintship
733,1966,1362,Ssintship,Supplier,100,,ssintship
734,1374,1967,Supplier,Ssintship,100,,ssintship
735,1967,1362,Ssintship,Supplier,100,,ssintship
736,1347,1968,Supplier,Ssintship,100,,ssintship
737,1968,1362,Ssintship,Supplier,100,,ssintship
738,1356,1969,Supplier,Ssintship,100,,ssintship
739,1969,1362,Ssintship,Supplier,100,,ssintship
740,1416,1970,Supplier,Ssintship,100,,ssintship
741,1970,1362,Ssintship,Supplier,100,,ssintship
742,1343,1971,Supplier,Ssintship,100,,ssintship
743,1971,1319,Ssintship,Supplier,100,,ssintship
744,1375,1972,Supplier,Ssintship,100,,ssintship
745,1972,1319,Ssintship,Supplier,100,,ssintship
746,1507,1973,Supplier,Ssintship,100,,ssintship
747,1973,1319,Ssintship,Supplier,100,,ssintship
748,1472,1974,Supplier,Ssintship,100,,ssintship
749,1974,1405,Ssintship,Supplier,100,,ssintship
750,1493,1975,Supplier,Ssintship,100,,ssintship
751,1975,1405,Ssintship,Supplier,100,,ssintship
752,1500,1976,Supplier,Ssintship,100,,ssintship
753,1976,1405,Ssintship,Supplier,100,,ssintship
754,1389,1977,Supplier,Ssintship,100,,ssintship
755,1977,1405,Ssintship,Supplier,100,,ssintship
756,1352,1978,Supplier,Ssintship,100,,ssintship
757,1978,1405,Ssintship,Supplier,100,,ssintship
758,1350,1979,Supplier,Ssintship,100,,ssintship
759,1979,1405,Ssintship,Supplier,100,,ssintship
760,1416,1980,Supplier,Ssintship,100,,ssintship
761,1980,1405,Ssintship,Supplier,100,,ssintship
762,1397,1981,Supplier,Ssintship,100,,ssintship
763,1981,1405,Ssintship,Supplier,100,,ssintship
764,1335,1982,Supplier,Ssintship,100,,ssintship
765,1982,1471,Ssintship,Supplier,100,,ssintship
766,1588,1983,Supplier,Ssintship,100,,ssintship
767,1983,1471,Ssintship,Supplier,100,,ssintship
768,1406,1984,Supplier,Ssintship,100,,ssintship
769,1984,1471,Ssintship,Supplier,100,,ssintship
770,1343,1985,Supplier,Ssintship,100,,ssintship
771,1985,1471,Ssintship,Supplier,100,,ssintship
772,1311,1986,Supplier,Ssintship,100,,ssintship
773,1986,1471,Ssintship,Supplier,100,,ssintship
774,1507,1987,Supplier,Ssintship,100,,ssintship
775,1987,1471,Ssintship,Supplier,100,,ssintship
776,1471,1988,Supplier,Ssintship,100,,ssintship
777,1988,1425,Ssintship,Supplier,100,,ssintship
778,1335,1989,Supplier,Ssintship,100,,ssintship
779,1989,1425,Ssintship,Supplier,100,,ssintship
780,1527,1990,Supplier,Ssintship,100,,ssintship
781,1990,1425,Ssintship,Supplier,100,,ssintship
782,1509,1991,Supplier,Ssintship,100,,ssintship
783,1991,1425,Ssintship,Supplier,100,,ssintship
784,1484,1992,Supplier,Ssintship,100,,ssintship
785,1992,1425,Ssintship,Supplier,100,,ssintship
786,1474,1993,Supplier,Ssintship,100,,ssintship
787,1993,1425,Ssintship,Supplier,100,,ssintship
788,1311,1994,Supplier,Ssintship,100,,ssintship
789,1994,1472,Ssintship,Supplier,100,,ssintship
790,1370,1995,Supplier,Ssintship,100,,ssintship
791,1995,1472,Ssintship,Supplier,100,,ssintship
792,1474,1996,Supplier,Ssintship,100,,ssintship
793,1996,1311,Ssintship,Supplier,100,,ssintship
794,1546,1997,Supplier,Ssintship,100,,ssintship
795,1997,1311,Ssintship,Supplier,100,,ssintship
796,1375,1998,Supplier,Ssintship,100,,ssintship
797,1998,1311,Ssintship,Supplier,100,,ssintship
798,1352,1999,Supplier,Ssintship,100,,ssintship
799,1999,1311,Ssintship,Supplier,100,,ssintship
800,1367,2000,Supplier,Ssintship,100,,ssintship
801,2000,1311,Ssintship,Supplier,100,,ssintship
802,1549,2001,Supplier,Ssintship,100,,ssintship
803,2001,1311,Ssintship,Supplier,100,,ssintship
804,1417,2002,Supplier,Ssintship,100,,ssintship
805,2002,1351,Ssintship,Supplier,100,,ssintship
806,1546,2003,Supplier,Ssintship,100,,ssintship
807,2003,1351,Ssintship,Supplier,100,,ssintship
808,1539,2004,Supplier,Ssintship,100,,ssintship
809,2004,1351,Ssintship,Supplier,100,,ssintship
810,1430,2005,Supplier,Ssintship,100,,ssintship
811,2005,1351,Ssintship,Supplier,100,,ssintship
812,1564,2006,Supplier,Ssintship,100,,ssintship
813,2006,1389,Ssintship,Supplier,100,,ssintship
814,1459,2007,Supplier,Ssintship,100,,ssintship
815,2007,1389,Ssintship,Supplier,100,,ssintship
816,1335,2008,Supplier,Ssintship,100,,ssintship
817,2008,1389,Ssintship,Supplier,100,,ssintship
818,1513,2009,Supplier,Ssintship,100,,ssintship
819,2009,1389,Ssintship,Supplier,100,,ssintship
820,1381,2010,Supplier,Ssintship,100,,ssintship
821,2010,1389,Ssintship,Supplier,100,,ssintship
822,1347,2011,Supplier,Ssintship,100,,ssintship
823,2011,1389,Ssintship,Supplier,100,,ssintship
824,1468,2012,Supplier,Ssintship,100,,ssintship
825,2012,1389,Ssintship,Supplier,100,,ssintship
826,1507,2013,Supplier,Ssintship,100,,ssintship
827,2013,1389,Ssintship,Supplier,100,,ssintship
828,1519,2014,Supplier,Ssintship,100,,ssintship
829,2014,1372,Ssintship,Supplier,100,,ssintship
830,1493,2015,Supplier,Ssintship,100,,ssintship
831,2015,1372,Ssintship,Supplier,100,,ssintship
832,1404,2016,Supplier,Ssintship,100,,ssintship
833,2016,1372,Ssintship,Supplier,100,,ssintship
834,1471,2017,Supplier,Ssintship,100,,ssintship
835,2017,1372,Ssintship,Supplier,100,,ssintship
836,1468,2018,Supplier,Ssintship,100,,ssintship
837,2018,1475,Ssintship,Supplier,100,,ssintship
838,1417,2019,Supplier,Ssintship,100,,ssintship
839,2019,1475,Ssintship,Supplier,100,,ssintship
840,1308,2020,Supplier,Ssintship,100,,ssintship
841,2020,1475,Ssintship,Supplier,100,,ssintship
842,1564,2021,Supplier,Ssintship,100,,ssintship
843,2021,1356,Ssintship,Supplier,100,,ssintship
844,1381,2022,Supplier,Ssintship,100,,ssintship
845,2022,1403,Ssintship,Supplier,100,,ssintship
846,1549,2023,Supplier,Ssintship,100,,ssintship
847,2023,1403,Ssintship,Supplier,100,,ssintship
848,1571,2024,Supplier,Ssintship,100,,ssintship
849,2024,1403,Ssintship,Supplier,100,,ssintship
850,1413,2025,Supplier,Ssintship,100,,ssintship
851,2025,1403,Ssintship,Supplier,100,,ssintship
852,1433,2026,Supplier,Ssintship,100,,ssintship
853,2026,1403,Ssintship,Supplier,100,,ssintship
854,1347,2027,Supplier,Ssintship,100,,ssintship
