,From,To,From_Table,To_Table,Weight,Distance,Duration,Rental price,price,profit_margin (%),Annual_sales,Edge_Name,market_share (%)
324,381,1762,Supplier,Internaltransactions,1078,0,0,0,0,0,0,internaltransactions,
325,1762,430,Internaltransactions,Supplier,1103,0,0,0,0,0,40.9,internaltransactions,81.0
326,430,1763,Supplier,Internaltransactions,1103,0,0,0,0,0,0,internaltransactions,
327,1763,413,Internaltransactions,Supplier,1128,0,0,0,0,0,107.13,internaltransactions,75.0
328,404,1764,Supplier,Internaltransactions,1128,0,0,0,0,0,0,internaltransactions,
329,1764,348,Internaltransactions,Supplier,1158,0,0,0,0,0,1080.19,internaltransactions,97.0
330,527,1765,Supplier,Internaltransactions,1158,0,0,0,0,0,0,internaltransactions,
331,1765,553,Internaltransactions,Supplier,1183,0,0,0,0,0,5.84,internaltransactions,89.0
332,530,1766,Supplier,Internaltransactions,1183,0,0,0,0,0,0,internaltransactions,
333,1766,567,Internaltransactions,Supplier,1193,0,0,0,0,0,8.58,internaltransactions,48.0
334,356,1767,Supplier,Internaltransactions,1193,0,0,0,0,0,0,internaltransactions,
335,1767,319,Internaltransactions,Supplier,1218,0,0,0,0,0,48.46,internaltransactions,69.0
336,470,1768,Supplier,Internaltransactions,1218,0,0,0,0,0,0,internaltransactions,
337,1768,472,Internaltransactions,Supplier,1248,0,0,0,0,0,1698.49,internaltransactions,98.0
338,394,1769,Supplier,Internaltransactions,1248,0,0,0,0,0,0,internaltransactions,
339,1769,405,Internaltransactions,Supplier,1273,0,0,0,0,0,85.56,internaltransactions,69.0
340,530,1770,Supplier,Internaltransactions,1273,0,0,0,0,0,0,internaltransactions,
341,1770,465,Internaltransactions,Supplier,1283,0,0,0,0,0,10.98,internaltransactions,11.0
342,375,1771,Supplier,Internaltransactions,1283,0,0,0,0,0,0,internaltransactions,
343,1771,303,Internaltransactions,Supplier,1293,0,0,0,0,0,3.35,internaltransactions,41.0
344,425,1772,Supplier,Internaltransactions,1293,0,0,0,0,0,0,internaltransactions,
345,1772,596,Internaltransactions,Supplier,1303,0,0,0,0,0,6.51,internaltransactions,42.0
346,308,1773,Supplier,Internaltransactions,1303,0,0,0,0,0,0,internaltransactions,
347,1773,519,Internaltransactions,Supplier,1313,0,0,0,0,0,9.8,internaltransactions,13.0
348,423,1774,Supplier,Internaltransactions,1313,0,0,0,0,0,0,internaltransactions,
349,1774,375,Internaltransactions,Supplier,1338,0,0,0,0,0,4.17,internaltransactions,69.0
350,465,1775,Supplier,Internaltransactions,1338,0,0,0,0,0,0,internaltransactions,
351,1775,426,Internaltransactions,Supplier,1368,0,0,0,0,0,8203.36,internaltransactions,82.0
352,433,1776,Supplier,Internaltransactions,1368,0,0,0,0,0,0,internaltransactions,
353,1776,308,Internaltransactions,Supplier,1393,0,0,0,0,0,6.18,internaltransactions,86.0
354,456,1777,Supplier,Internaltransactions,1393,0,0,0,0,0,0,internaltransactions,
355,1777,311,Internaltransactions,Supplier,1403,0,0,0,0,0,450.56,internaltransactions,6.0
356,303,1778,Supplier,Internaltransactions,1403,0,0,0,0,0,0,internaltransactions,
357,1778,321,Internaltransactions,Supplier,1433,0,0,0,0,0,936.91,internaltransactions,69.0
358,523,1779,Supplier,Internaltransactions,1433,0,0,0,0,0,0,internaltransactions,
359,1779,462,Internaltransactions,Supplier,1448,0,0,0,0,0,1164.21,internaltransactions,43.0
360,348,1780,Supplier,Internaltransactions,1448,0,0,0,0,0,0,internaltransactions,
361,1780,510,Internaltransactions,Supplier,1458,0,0,0,0,0,57.5,internaltransactions,1.0
362,588,1781,Supplier,Internaltransactions,1458,0,0,0,0,0,0,internaltransactions,
363,1781,417,Internaltransactions,Supplier,1473,0,0,0,0,0,2505.77,internaltransactions,44.0
364,539,1782,Supplier,Internaltransactions,1473,0,0,0,0,0,0,internaltransactions,
365,1782,488,Internaltransactions,Supplier,1488,0,0,0,0,0,3096.12,internaltransactions,40.0
366,465,1783,Supplier,Internaltransactions,1488,0,0,0,0,0,0,internaltransactions,
367,1783,413,Internaltransactions,Supplier,1513,0,0,0,0,0,107.13,internaltransactions,75.0
368,330,1784,Supplier,Internaltransactions,1513,0,0,0,0,0,0,internaltransactions,
369,1784,424,Internaltransactions,Supplier,1538,0,0,0,0,0,734.96,internaltransactions,96.0
370,413,1785,Supplier,Internaltransactions,1538,0,0,0,0,0,0,internaltransactions,
371,1785,508,Internaltransactions,Supplier,1548,0,0,0,0,0,73.32,internaltransactions,34.0
372,464,1786,Supplier,Internaltransactions,1548,0,0,0,0,0,0,internaltransactions,
373,1786,417,Internaltransactions,Supplier,1563,0,0,0,0,0,2505.77,internaltransactions,44.0
374,533,1787,Supplier,Internaltransactions,1563,0,0,0,0,0,0,internaltransactions,
375,1787,593,Internaltransactions,Supplier,1573,0,0,0,0,0,4.46,internaltransactions,35.0
376,540,1788,Supplier,Internaltransactions,1573,0,0,0,0,0,0,internaltransactions,
377,1788,543,Internaltransactions,Supplier,1583,0,0,0,0,0,74.83,internaltransactions,24.0
378,363,1789,Supplier,Internaltransactions,1583,0,0,0,0,0,0,internaltransactions,
379,1789,458,Internaltransactions,Supplier,1593,0,0,0,0,0,31.2,internaltransactions,2.0
380,329,1790,Supplier,Internaltransactions,1593,0,0,0,0,0,0,internaltransactions,
381,1790,403,Internaltransactions,Supplier,1603,0,0,0,0,0,1.33,internaltransactions,13.0
382,553,1791,Supplier,Internaltransactions,1603,0,0,0,0,0,0,internaltransactions,
383,1791,329,Internaltransactions,Supplier,1613,0,0,0,0,0,395.56,internaltransactions,12.0
384,539,1792,Supplier,Internaltransactions,1613,0,0,0,0,0,0,internaltransactions,
385,1792,411,Internaltransactions,Supplier,1623,0,0,0,0,0,792.86,internaltransactions,10.0
386,509,1793,Supplier,Internaltransactions,1623,0,0,0,0,0,0,internaltransactions,
387,1793,330,Internaltransactions,Supplier,1633,0,0,0,0,0,71.56,internaltransactions,32.0
388,419,1794,Supplier,Internaltransactions,1633,0,0,0,0,0,0,internaltransactions,
389,1794,508,Internaltransactions,Supplier,1643,0,0,0,0,0,73.32,internaltransactions,34.0
390,341,1795,Supplier,Internaltransactions,1643,0,0,0,0,0,0,internaltransactions,
391,1795,306,Internaltransactions,Supplier,1653,0,0,0,0,0,4.71,internaltransactions,4.0
392,531,1796,Supplier,Internaltransactions,1653,0,0,0,0,0,0,internaltransactions,
393,1796,404,Internaltransactions,Supplier,1668,0,0,0,0,0,7903.53,internaltransactions,44.0
394,564,1797,Supplier,Internaltransactions,1668,0,0,0,0,0,0,internaltransactions,
395,1797,424,Internaltransactions,Supplier,1693,0,0,0,0,0,734.96,internaltransactions,96.0
396,465,1798,Supplier,Internaltransactions,1693,0,0,0,0,0,0,internaltransactions,
397,1798,379,Internaltransactions,Supplier,1718,0,0,0,0,0,781.93,internaltransactions,92.0
398,575,1799,Supplier,Internaltransactions,1718,0,0,0,0,0,0,internaltransactions,
399,1799,546,Internaltransactions,Supplier,1743,0,0,0,0,0,29.23,internaltransactions,70.0
400,281,1800,Retailer,Rcextship,1743,0,0,0,0,0,0,rcextship,
401,1800,142,Rcextship,Customer,1743,0,0,0,0,0,0,rcextship,
402,216,1801,Retailer,Rcextship,1743,0,0,0,0,0,0,rcextship,
403,1801,84,Rcextship,Customer,1743,0,0,0,0,0,0,rcextship,
404,188,1802,Retailer,Rcextship,1743,0,0,0,0,0,0,rcextship,
405,1802,27,Rcextship,Customer,1743,0,0,0,0,0,0,rcextship,
406,252,1803,Retailer,Rcextship,1743,0,0,0,0,0,0,rcextship,
407,1803,5,Rcextship,Customer,1743,0,0,0,0,0,0,rcextship,
408,185,1804,Retailer,Rcextship,1743,0,0,0,0,0,0,rcextship,
409,1804,41,Rcextship,Customer,1743,0,0,0,0,0,0,rcextship,
410,247,1805,Retailer,Rcextship,1743,0,0,0,0,0,0,rcextship,
411,1805,63,Rcextship,Customer,1743,0,0,0,0,0,0,rcextship,
412,150,1806,Retailer,Rcextship,1743,0,0,0,0,0,0,rcextship,
413,1806,137,Rcextship,Customer,1743,0,0,0,0,0,0,rcextship,
414,258,1807,Retailer,Rcextship,1743,0,0,0,0,0,0,rcextship,
415,1807,104,Rcextship,Customer,1743,0,0,0,0,0,0,rcextship,
416,268,1808,Retailer,Rcextship,1743,0,0,0,0,0,0,rcextship,
417,1808,78,Rcextship,Customer,1743,0,0,0,0,0,0,rcextship,
418,222,1809,Retailer,Rcextship,1743,63,63,0,0,0,0,rcextship,
419,1809,109,Rcextship,Customer,1743,63,63,0,0,0,0,rcextship,
420,284,1810,Retailer,Rcextship,1743,0,0,0,0,0,0,rcextship,
421,1810,99,Rcextship,Customer,1743,0,0,0,0,0,0,rcextship,
422,235,1811,Retailer,Rcextship,1743,0,0,0,0,0,0,rcextship,
423,1811,123,Rcextship,Customer,1743,0,0,0,0,0,0,rcextship,
424,288,1812,Retailer,Rcextship,1743,4,3,0,0,0,0,rcextship,
425,1812,42,Rcextship,Customer,1743,4,3,0,0,0,0,rcextship,
426,247,1813,Retailer,Rcextship,1743,0,0,0,0,0,0,rcextship,
427,1813,85,Rcextship,Customer,1743,0,0,0,0,0,0,rcextship,
428,194,1814,Retailer,Rcextship,1743,2,1,0,0,0,0,rcextship,
429,1814,129,Rcextship,Customer,1743,2,1,0,0,0,0,rcextship,
430,218,1815,Retailer,Rcextship,1743,0,0,0,0,0,0,rcextship,
431,1815,143,Rcextship,Customer,1743,0,0,0,0,0,0,rcextship,
432,231,1816,Retailer,Rcextship,1743,0,0,0,0,0,0,rcextship,
433,1816,19,Rcextship,Customer,1743,0,0,0,0,0,0,rcextship,
434,194,1817,Retailer,Rcextship,1743,0,0,0,0,0,0,rcextship,
435,1817,131,Rcextship,Customer,1743,0,0,0,0,0,0,rcextship,
436,280,1818,Retailer,Rcextship,1743,0,0,0,0,0,0,rcextship,
437,1818,65,Rcextship,Customer,1743,0,0,0,0,0,0,rcextship,
438,154,1819,Retailer,Rcextship,1743,0,0,0,0,0,0,rcextship,
439,1819,95,Rcextship,Customer,1743,0,0,0,0,0,0,rcextship,
440,231,1820,Retailer,Rcextship,1743,0,0,0,0,0,0,rcextship,
441,1820,141,Rcextship,Customer,1743,0,0,0,0,0,0,rcextship,
442,281,1821,Retailer,Rcextship,1743,0,0,0,0,0,0,rcextship,
443,1821,114,Rcextship,Customer,1743,0,0,0,0,0,0,rcextship,
444,159,1822,Retailer,Rcextship,1743,0,0,0,0,0,0,rcextship,
445,1822,144,Rcextship,Customer,1743,0,0,0,0,0,0,rcextship,
446,157,1823,Retailer,Rcextship,1743,30,29,0,0,0,0,rcextship,
447,1823,73,Rcextship,Customer,1743,30,29,0,0,0,0,rcextship,
448,294,1824,Retailer,Rcextship,1743,0,0,0,0,0,0,rcextship,
449,1824,140,Rcextship,Customer,1743,0,0,0,0,0,0,rcextship,
450,229,1825,Retailer,Rcextship,1743,0,0,0,0,0,0,rcextship,
451,1825,14,Rcextship,Customer,1743,0,0,0,0,0,0,rcextship,
452,272,1826,Retailer,Rcextship,1743,0,0,0,0,0,0,rcextship,
453,1826,9,Rcextship,Customer,1743,0,0,0,0,0,0,rcextship,
454,150,1827,Retailer,Rcextship,1743,0,0,0,0,0,0,rcextship,
455,1827,134,Rcextship,Customer,1743,0,0,0,0,0,0,rcextship,
456,167,1828,Retailer,Rcextship,1743,0,0,0,0,0,0,rcextship,
457,1828,124,Rcextship,Customer,1743,0,0,0,0,0,0,rcextship,
458,275,1829,Retailer,Rcextship,1743,0,0,0,0,0,0,rcextship,
459,1829,144,Rcextship,Customer,1743,0,0,0,0,0,0,rcextship,
460,166,1830,Retailer,Rcextship,1743,0,0,0,0,0,0,rcextship,
461,1830,92,Rcextship,Customer,1743,0,0,0,0,0,0,rcextship,
462,206,1831,Retailer,Rcextship,1743,0,0,0,0,0,0,rcextship,
463,1831,113,Rcextship,Customer,1743,0,0,0,0,0,0,rcextship,
464,228,1832,Retailer,Rcextship,1743,0,0,0,0,0,0,rcextship,
465,1832,69,Rcextship,Customer,1743,0,0,0,0,0,0,rcextship,
466,285,1833,Retailer,Rcextship,1743,0,0,0,0,0,0,rcextship,
467,1833,19,Rcextship,Customer,1743,0,0,0,0,0,0,rcextship,
468,201,1834,Retailer,Rcextship,1743,0,0,0,0,0,0,rcextship,
469,1834,17,Rcextship,Customer,1743,0,0,0,0,0,0,rcextship,
470,151,1835,Retailer,Rcextship,1743,0,0,0,0,0,0,rcextship,
471,1835,39,Rcextship,Customer,1743,0,0,0,0,0,0,rcextship,
472,167,1836,Retailer,Rcextship,1743,0,0,0,0,0,0,rcextship,
473,1836,78,Rcextship,Customer,1743,0,0,0,0,0,0,rcextship,
474,272,1837,Retailer,Rcextship,1743,0,0,0,0,0,0,rcextship,
475,1837,17,Rcextship,Customer,1743,0,0,0,0,0,0,rcextship,
476,297,1838,Retailer,Rcextship,1743,0,0,0,0,0,0,rcextship,
477,1838,86,Rcextship,Customer,1743,0,0,0,0,0,0,rcextship,
478,160,1839,Retailer,Rcextship,1743,0,0,0,0,0,0,rcextship,
479,1839,5,Rcextship,Customer,1743,0,0,0,0,0,0,rcextship,
480,272,1840,Retailer,Rcextship,1743,0,0,0,0,0,0,rcextship,
481,1840,11,Rcextship,Customer,1743,0,0,0,0,0,0,rcextship,
482,164,1841,Retailer,Rcextship,1743,0,0,0,0,0,0,rcextship,
483,1841,131,Rcextship,Customer,1743,0,0,0,0,0,0,rcextship,
484,296,1842,Retailer,Rcextship,1743,0,0,0,0,0,0,rcextship,
485,1842,2,Rcextship,Customer,1743,0,0,0,0,0,0,rcextship,
486,256,1843,Retailer,Rcextship,1743,0,0,0,0,0,0,rcextship,
487,1843,149,Rcextship,Customer,1743,0,0,0,0,0,0,rcextship,
488,259,1844,Retailer,Rcextship,1743,0,0,0,0,0,0,rcextship,
489,1844,94,Rcextship,Customer,1743,0,0,0,0,0,0,rcextship,
490,223,1845,Retailer,Rcextship,1743,0,0,0,0,0,0,rcextship,
491,1845,76,Rcextship,Customer,1743,0,0,0,0,0,0,rcextship,
492,156,1846,Retailer,Rcextship,1743,15,11,0,0,0,0,rcextship,
493,1846,107,Rcextship,Customer,1743,15,11,0,0,0,0,rcextship,
494,238,1847,Retailer,Rcextship,1743,0,0,0,0,0,0,rcextship,
495,1847,74,Rcextship,Customer,1743,0,0,0,0,0,0,rcextship,
496,298,1848,Retailer,Rcextship,1743,0,0,0,0,0,0,rcextship,
497,1848,19,Rcextship,Customer,1743,0,0,0,0,0,0,rcextship,
498,156,1849,Retailer,Rcextship,1743,0,0,0,0,0,0,rcextship,
499,1849,3,Rcextship,Customer,1743,0,0,0,0,0,0,rcextship,
500,182,1850,Retailer,Rcextship,1743,0,0,0,0,0,0,rcextship,
501,1850,52,Rcextship,Customer,1743,0,0,0,0,0,0,rcextship,
502,362,1851,Supplier,Scextship,1743,0,0,0,0,0,0,scextship,
503,1851,93,Scextship,Customer,1743,0,0,0,0,0,0,scextship,
504,394,1852,Supplier,Scextship,1743,0,0,0,0,0,0,scextship,
505,1852,64,Scextship,Customer,1743,0,0,0,0,0,0,scextship,
506,425,1853,Supplier,Scextship,1743,0,0,0,0,0,0,scextship,
507,1853,49,Scextship,Customer,1743,0,0,0,0,0,0,scextship,
508,430,1854,Supplier,Scextship,1743,0,0,0,0,0,0,scextship,
509,1854,133,Scextship,Customer,1743,0,0,0,0,0,0,scextship,
510,305,1855,Supplier,Scextship,1743,0,0,0,0,0,0,scextship,
511,1855,127,Scextship,Customer,1743,0,0,0,0,0,0,scextship,
512,458,1856,Supplier,Scextship,1743,0,0,0,0,0,0,scextship,
513,1856,57,Scextship,Customer,1743,0,0,0,0,0,0,scextship,
514,379,1857,Supplier,Scextship,1743,0,0,0,0,0,0,scextship,
515,1857,46,Scextship,Customer,1743,0,0,0,0,0,0,scextship,
516,527,1858,Supplier,Scextship,1743,0,0,0,0,0,0,scextship,
517,1858,47,Scextship,Customer,1743,0,0,0,0,0,0,scextship,
518,468,1859,Supplier,Scextship,1743,0,0,0,0,0,0,scextship,
519,1859,98,Scextship,Customer,1743,0,0,0,0,0,0,scextship,
520,379,1860,Supplier,Scextship,1743,63,63,0,0,0,0,scextship,
521,1860,84,Scextship,Customer,1743,63,63,0,0,0,0,scextship,
522,356,1861,Supplier,Scextship,1743,0,0,0,0,0,0,scextship,
523,1861,12,Scextship,Customer,1743,0,0,0,0,0,0,scextship,
524,433,1862,Supplier,Scextship,1743,0,0,0,0,0,0,scextship,
525,1862,81,Scextship,Customer,1743,0,0,0,0,0,0,scextship,
526,500,1863,Supplier,Scextship,1743,4,3,0,0,0,0,scextship,
527,1863,0,Scextship,Customer,1743,4,3,0,0,0,0,scextship,
528,362,1864,Supplier,Scextship,1743,0,0,0,0,0,0,scextship,
529,1864,62,Scextship,Customer,1743,0,0,0,0,0,0,scextship,
530,433,1865,Supplier,Scextship,1743,2,1,0,0,0,0,scextship,
531,1865,110,Scextship,Customer,1743,2,1,0,0,0,0,scextship,
532,597,1866,Supplier,Scextship,1743,0,0,0,0,0,0,scextship,
533,1866,0,Scextship,Customer,1743,0,0,0,0,0,0,scextship,
534,596,1867,Supplier,Scextship,1743,0,0,0,0,0,0,scextship,
535,1867,21,Scextship,Customer,1743,0,0,0,0,0,0,scextship,
536,363,1868,Supplier,Scextship,1743,0,0,0,0,0,0,scextship,
537,1868,110,Scextship,Customer,1743,0,0,0,0,0,0,scextship,
538,503,1869,Supplier,Scextship,1743,0,0,0,0,0,0,scextship,
539,1869,56,Scextship,Customer,1743,0,0,0,0,0,0,scextship,
540,433,1870,Supplier,Scextship,1743,0,0,0,0,0,0,scextship,
541,1870,115,Scextship,Customer,1743,0,0,0,0,0,0,scextship,
542,513,1871,Supplier,Scextship,1743,0,0,0,0,0,0,scextship,
543,1871,1,Scextship,Customer,1743,0,0,0,0,0,0,scextship,
544,389,1872,Supplier,Scextship,1743,0,0,0,0,0,0,scextship,
545,1872,50,Scextship,Customer,1743,0,0,0,0,0,0,scextship,
546,321,1873,Supplier,Scextship,1743,0,0,0,0,0,0,scextship,
547,1873,136,Scextship,Customer,1743,0,0,0,0,0,0,scextship,
548,303,1874,Supplier,Scextship,1743,30,29,0,0,0,0,scextship,
549,1874,35,Scextship,Customer,1743,30,29,0,0,0,0,scextship,
550,503,1875,Supplier,Scextship,1743,0,0,0,0,0,0,scextship,
551,1875,60,Scextship,Customer,1743,0,0,0,0,0,0,scextship,
552,562,1876,Supplier,Scextship,1743,0,0,0,0,0,0,scextship,
553,1876,141,Scextship,Customer,1743,0,0,0,0,0,0,scextship,
554,372,1877,Supplier,Scextship,1743,0,0,0,0,0,0,scextship,
555,1877,6,Scextship,Customer,1743,0,0,0,0,0,0,scextship,
556,464,1878,Supplier,Scextship,1743,0,0,0,0,0,0,scextship,
557,1878,64,Scextship,Customer,1743,0,0,0,0,0,0,scextship,
558,527,1879,Supplier,Scextship,1743,0,0,0,0,0,0,scextship,
559,1879,64,Scextship,Customer,1743,0,0,0,0,0,0,scextship,
560,471,1880,Supplier,Scextship,1743,0,0,0,0,0,0,scextship,
561,1880,131,Scextship,Customer,1743,0,0,0,0,0,0,scextship,
562,530,1881,Supplier,Scextship,1743,0,0,0,0,0,0,scextship,
563,1881,107,Scextship,Customer,1743,0,0,0,0,0,0,scextship,
564,490,1882,Supplier,Scextship,1743,0,0,0,0,0,0,scextship,
565,1882,33,Scextship,Customer,1743,0,0,0,0,0,0,scextship,
566,404,1883,Supplier,Scextship,1743,0,0,0,0,0,0,scextship,
567,1883,14,Scextship,Customer,1743,0,0,0,0,0,0,scextship,
568,305,1884,Supplier,Scextship,1743,0,0,0,0,0,0,scextship,
569,1884,63,Scextship,Customer,1743,0,0,0,0,0,0,scextship,
570,315,1885,Supplier,Scextship,1743,0,0,0,0,0,0,scextship,
571,1885,110,Scextship,Customer,1743,0,0,0,0,0,0,scextship,
572,438,1886,Supplier,Scextship,1743,0,0,0,0,0,0,scextship,
573,1886,65,Scextship,Customer,1743,0,0,0,0,0,0,scextship,
574,530,1887,Supplier,Scextship,1743,0,0,0,0,0,0,scextship,
575,1887,88,Scextship,Customer,1743,0,0,0,0,0,0,scextship,
576,315,1888,Supplier,Scextship,1743,0,0,0,0,0,0,scextship,
577,1888,19,Scextship,Customer,1743,0,0,0,0,0,0,scextship,
578,394,1889,Supplier,Scextship,1743,0,0,0,0,0,0,scextship,
579,1889,51,Scextship,Customer,1743,0,0,0,0,0,0,scextship,
580,381,1890,Supplier,Scextship,1743,0,0,0,0,0,0,scextship,
581,1890,80,Scextship,Customer,1743,0,0,0,0,0,0,scextship,
582,311,1891,Supplier,Scextship,1743,0,0,0,0,0,0,scextship,
583,1891,12,Scextship,Customer,1743,0,0,0,0,0,0,scextship,
584,404,1892,Supplier,Scextship,1743,0,0,0,0,0,0,scextship,
585,1892,63,Scextship,Customer,1743,0,0,0,0,0,0,scextship,
586,405,1893,Supplier,Scextship,1743,0,0,0,0,0,0,scextship,
587,1893,75,Scextship,Customer,1743,0,0,0,0,0,0,scextship,
588,405,1894,Supplier,Scextship,1743,0,0,0,0,0,0,scextship,
589,1894,55,Scextship,Customer,1743,0,0,0,0,0,0,scextship,
590,433,1895,Supplier,Scextship,1743,0,0,0,0,0,0,scextship,
591,1895,139,Scextship,Customer,1743,0,0,0,0,0,0,scextship,
592,458,1896,Supplier,Scextship,1743,0,0,0,0,0,0,scextship,
593,1896,29,Scextship,Customer,1743,0,0,0,0,0,0,scextship,
594,394,1897,Supplier,Scextship,1743,15,11,0,0,0,0,scextship,
595,1897,67,Scextship,Customer,1743,15,11,0,0,0,0,scextship,
596,306,1898,Supplier,Scextship,1743,0,0,0,0,0,0,scextship,
597,1898,25,Scextship,Customer,1743,0,0,0,0,0,0,scextship,
598,519,1899,Supplier,Scextship,1743,0,0,0,0,0,0,scextship,
599,1899,54,Scextship,Customer,1743,0,0,0,0,0,0,scextship,
600,471,1900,Supplier,Srintship,1743,0,0,0,0,0,0,srintship,
601,1900,263,Srintship,Retailer,1743,0,0,0,0,0,0,srintship,
602,315,1901,Supplier,Srintship,1743,0,0,0,0,0,0,srintship,
603,1901,217,Srintship,Retailer,1743,0,0,0,0,0,0,srintship,
